3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
